kod,megnevezes,vtsz,idegen_nev1
2130007021005,"HADDEN  0,5 kg  (10x0,5 kg) gyomirtó",3808302700,
2130712741011T,"HADDEN Star Forte csom (Hadden 4 x 0,5 kg + Star Forte 9 x 1 l)",380830,
2130712641012,HADDEN Star Forte csom 4 ha (200 g Hadden+1 l Star Forte),3808302700,
1130551120025,"Haifa Káliumnitrát Multi K GG (13,5-0-46,2)  25 kg-os ( 48x25 kg)",2834210000,
1140250120025,"Haifa Monokáliumfoszfát NPK  0:52:34,4  25 kg-os  (48x25 kg)",3105600000,
1130252125025,Haifa Sop Káliumszulfát kristályos 51 %  25 kg-os (48x25 kg),3104300099,
1140982220025,Haifa Turbó K  NPK 14:14:17+2MgO+me  25 kg-os (50x25 kg),3105201000,
1140982120025,Haifa Turbó K  NPK 18:9:18  +me 25 kg-os  (48x25 kg),3105201000,
3111700100025T,Hajnalka  Pohánka 25 kg,1005101300,
3114300420025T,Hanka  bükköny vetõmag    nem csávázott  25 kg-os,0713101000,
3114101120025T,Hanka  takarmányborsó vetõmag  25 kg,0713101000,
3111220521040,Hanzi  õ.árpa  csávázott II.fok  40/1(Lamardor Red),1003001000,
3112196800022T,Harmonium kukorica 80 esz,1206001000,
2120021500001,HARPUN  EC  1 l  (12x1 l) rovarölõ,3808101000,
1150002505020T,Harvest K  20 l,3105909999,
1150002705006T,Harvest K  6 l  (2x6 l),3105909999,
6121152,Haszonvas,7204,
8103020100099,"Hatósági,igazgatási díjak (közjegyzo, stb)",74111,
8101511100120,Hátsó lámpa,3926901000,
1192210220020T,HEADLAND BO-LA NPK+S+Mn+Cu+Mg+Zn 20 lit,3105909999,
1192210123050,"HEADLAND COMPLEX NPK+S+Mn+Cu+Mg+Zn 0.05 kg( 25x0,05 kg)",3105909999,
1192210120010T,HEADLAND COMPLEX NPK+S+Mn+Cu+Mg+Zn 10 kg,3105909999,
8101040100020,Hegesztéshez használt gáz,376020,
6121391,Heggesztett háló vtsz:731420,731420,
2130031200001T,HEKTOR 1l  (12x1l),38089300,
3112181101022T,Helga SC   kukorica  80 esz,1005101300,
3112181103022T,Helga SC   kukorica  80 esz  Gauchos,1005101300,
8202061141025,Helikopteres permetezés 25% Áfa,-,
2130024000008T,"HÉLIOSZ DUO (Galigan 3 l+Harness 4,5 l)",3808302700,
2130024000009T,"HÉLIOSZ DUO (Góóól2 E 3 l+Harness 4,5 l) Kivont",3808302700,
2130031100020T,HERBAFLEX   20 l (1x20 l),3808,
2130031100010T,HERBAFLEX  10 l (2x10 l),3808,
3112183701015T,Herkuli CS kukorica 50 esz,1005101300,
3113202011010T,Heros tavaszi káposztarepce 10 kg/zsák,1205101000,
2140002912025,"HESS VAKONDRIASZTÓ 0,25kg",380890,
3112168300015,Hicorn 350 CS kukorica hybridcsomag (Furti 50 esz),1005101300,
3112168200015,Hicorn 350 CS kukorica hybridcsomag (Palizi 50 esz),1005101300,
2130723001137,"HIKARI  5 ha-os csomag (Kabuki 1x3,75 l+Toil 2x5 l)",380830,
3113185100015T,Himalaia CL  (150 esz) napraforgó,1206001000,
8102070200020,Hirdetési költség,74401,
3111131621040T,Hisseo  õ.búza  II.fok csávázott 40/1,1001909100,
3111131621050T,Hisseo  õ.búza  II.fok csávázott 50/1,1001909100,
3111131621999T,Hisseo  õ.búza  II.fok csávázott bigbag 1000 kg,1001909100,
8107010100099,Hitel kamat,65231,
8103030200100,Hitelezéssel kapcsolatos költségek,65221,
8102110400025,Hó eltakarítás,*,
82982,Homlokrakodógép Hongyuan ZL20 (használt),8429590000,
3111320523050T,Hungaro  triticale  csávázott II.fok 50/1,10086010,
3111320521050T,Hungaro  triticale  II. fok csávázatlan   50 kg-os,10086010,
3111320521000T,Hungaro  triticale  II. fok csávázatlan  bigbag 1000 kg-os,10086010,
3111320522000T,Hungaro  triticale  II. fok csávázott  bigbag 1000 kg-os,10086010,
3111320523045T,Hungaro  triticale  II.fok  csávázott  45 kg-os,10086010,
2130007210001T,HUNGAZIN 50 WP  1 kg  (12x1 kg),3808301300,
3112105902020,Hunor  kukorica  70 esz + Force,1005101300,
3112105901020,Hunor  kukorica  70 esz csávázott,1005101300,
3114200420025T,Hunor lucerna I.fok nem csávázott 25/1,1209210000,
2130027200003,HURRIKAN  (2*5 l Monsoon+1*3 l Overdose),3808302700,
2130036300005T,HUSZÁR AKTÍV  5 l  (4x5 l) Forg.: 2020. április 30-ig,3808301100,
2130047800005,HUSZÁR AKTÍV PLUSZ  5 l  (4x5 l),3808301100,
2130021700003T,HUSZAR OD PACK  ÚJ !!  (1 L Huszár OD + 2x5  L Mero+ 1 l Decis Mega)Kivont,380830,
6121361,Húzott köracél 10  vtsz:7215,7215,
3113201602010,Hybrirock  õ.repce (Lumiposa+IntegralPro) 1.500.000 csíra/zsák,1205101000,
3113201621010T,Hybrirock  õ.repce (TMTD) 1.500.000 csíra/zsák,1205101000,
3113201603010,Hybrirock  õ.repce Hibrid (IntegralPro) 1.500.000 csíra/zsák,1205101000,
1140870120025T,Hydro Complex Partner NPK 12:11:18+3 zsákos 25/1 (48x25) ,3105201000,
1193010120001T,Hydro Plus Micro Tenso Fe zsákos 1 kg-os (10x1),3105909999,
1141861110025T,Hydroflex C NPK 11:8:34+3 MgO+Te (42x25) 25/1,3105201000,
3111122023990T,Hyland hibrid õ.búza  csávázott 12 millió mag/8 ha,1001909100,
1120450125000T,Hyperfoszfát 26 %+40 %CaO ömlesztett,3103109000,
2190000300025,"HYSPRAY  2,5 l  (10x2,5 l)  Kivonva",3808909000,
3111122021000T,Hystar hibrid  õ.búza BB  12 millió mag/8 ha(645kg/zsák),1001909100,
3111121121000T,"Hysun  õ.búza hibrid csávázott 750 e szem /0,5 ha/",1001909100,
3111132201990T,Hywin hibrid õ.búza csávázott 12 millió mag/8 ha,1001909100,
6121101,I gerenda,7306900099,
2130038700005,I-MAZA  40 SL  5 l   (4x 5 l),3808302700,
1140253610025,ICL Monokáliumfoszfát NPK 0:52:34 25 kg-os  (42x25 kg),3105600000,
1130350230025,ICL Nova SOP 0-0-50+43SO3 (Káliumszulfát kristályos)  25kg-os (49x25 kg),3104300099,
6121103,Idomacél bontásból,7306900099,
2130007600020T,IGRAN 500 FW  20 l,3808301300,
2130007700020T,IGRAN COMBI 500 EC  20 l,3808301300,
2130047000005,IKANOS 40 OD  5 l  (4x5 l) ,3808302100,
2130040000005T,IKANOS 40 OD  5 l  (4x5 l) Forg.:2020.Augusztus 28.-ig,3808302100,
2130002500001,IKARUS  1 l  (10x1 l),3808302700,
2130002500003T,IKARUS  3 l  ,3808302700,
2130002500005,IKARUS  5 l  (4x5 l),3808302700,
8103020200199,Illetékek,4907,
3113150801010T,IMERIA CS CL (150 esz) napraforgó,1206001000,
2120014610001,IMIDAN 50 WP   1 kg  (10x1 kg),3808301100,
2120014610012,IMIDAN 50 WP 10x1 kg + Citromsav 2x1kg,3808302300,
3113151700015T,Imidor CL  (150 esz) napraforgó,1206001000,
2130031300004T,IMPERIAL  4 l,380830,
2115102000005,IMPERIS VITAL  5 l  (4x5 l)  ,3808208099,
3114101221030,Impuls  takarmányborsó vetõmag  II. fok csávázott 30 kg,0713101000,
3112185101020T,Inagua kukorica 80 esz.,1005101300,
2120013400001,INAZUMA 1 kg  (10x1 kg),3,
1192046100005,InCa  Kalcium 5 l  (4x5 l),3105909999,
2110000810010,INDOFIL M 45 10 kg,3808203000,
2110000810025,INDOFIL M 45 WP  25 kg-os (28x25 kg),3808203000,
2110004300001,INFINITO  1 l  (12x1 l),3808208099,
2110004300005,INFINITO  5 l  (4x5 l),38089290,
2110004300025,"INFINITO 0,25 l  (20x0,25 l)",3808208099,
2110200801001,"INFINITO 687,5 SC  0,1 l  (10 x 0,1 l)",3808208099,
8102050100000,Ingatlan bérleti díj,70201,
8102050100025,Ingatlan bérleti díj 25% Áfa,70201,
8104010200120,Ingatlan beruházás 50 eFt felett,1,
8102020100027,"Ingatlan javítási, karbantartási díj",45256,
2110003912002T,INOVIS 5 l (4x5 l) Forg.: 2020. október 31-ig,3808208099,
2120004211006,"INSEGAR 25 WG  0,6 kg  (10x0,6 kg) Forg.: 2022. március 31-ig",3808103000,
2130038100005,INSPECTOR  5 l (4x5 l),3808302100,
1194020500010,Instinct 10 l  (2x10 l) nitrogén stabilizátor,3808*,
8102040300018,Internet szolgáltatás 5% Áfa,6420111,
3113225102010,Invigor  InV 1022  õ.repce (Lumiposa+IntegralPro) 1.500.000 csíra/zsák,1205101000,
3113225101010T,Invigor  InV 1022 õ.repce (Lumiposa+TMTD) 1.500.000 csíra/zsák,1205101000,
31125301010T,Invigor  InV 1120  õ.repce (Lumiposa+IntegralPro) 1.500.000 csíra/zsák,1205101000,
3113225102011,Invigor  InV 1170  õ.repce (Lumiposa+IntegralPro) 1.500.000 csíra/zsák,1205101000,
3113225201010,Invigor  InV 1266 õ.repce Hibrid (Lumiposa+IntegralPro) 1.500.000 csíra/zsák,1205101000,
3113211411010,Invigor Puncher  õ.repce (Lumiposa+IntegralPro) 1.500.000 csíra/zsák,1205101000,
3113211911010,Invigor Safer  õ.repce (Lumiposa+IntegralPro) 1.500.000 csíra/zsák,1205101000,
2120701800050T,IPAM 40  50 l,3808109000,
3123190110000,Ipari napraforgó (LO),1206009900,
3111130621050T,Iridium  õ.búza  csávázott  II.fok 50/1,1001909100,
3114100620025T,Irina takarmányborsó vetõmag  25 kg,0713101000,
3112168000012T,Isberi CS kukorica 50 esz,1005101300,
3114400120050T,Isidor szója vetõmag zsákos II fok  50 kg,1005101300,
2190006200005,ISKAY  5 l  (4x5 l) (adalék a.),3808909000,
2192007200000,ISOMATE C TT légtérterítõ csomag (500 db diszpenzer/csomag),38089990,
2192007100000,ISONET L+500 légtérterítõ csomag (500 db diszpenzer/csomag),38089990,
2192007100001,ISONET T+100 légtérterítõ csomag (100 db diszpenzer/csomag),38089990,
82986,Iveco,8427 20 1,
2115102900005,JADE  5 l  (4x5 l),3101000099,
3111225010999,Jakobus õ. árpa  II. fok bigbag  1000 kg (Systiva),10031000,
3111225020999,Jakobus õ. árpa csávázott II. fok bigbag 1000 kg ,10031000,
3111131811025T,"Jallon  õ.búza  I.fok csávázott  24,5 kg/zsák",1001909100,
2192000300010,Jello  Fluid  10 l  (1x10 l),3105201000,
2192000400010T,Jello  Prémium  10 l  (1x10 l),3105201000,
3112196400015T,Jokari Cs kukorica 50 esz,1005101300,
8102120200015,Jóléti költségek,1,
3112167401012T,Joliet Cs kukorica 50 esz,1005101300,
8131012161025,Jóváírás  (egyéb anyag),1,
8131012121025,Jóváírás ( növényvédoszer),1,
8131012111020,Jóváírás ( vásárolt mûtrágya),1,
8201010111025,Jóváírás (mûtrágya),1,
8131012131027,Jóváírás( vetõmag),1008,
8131012141025,Jóváírás(termény),1008,
3111260320025T,Jubilant  t. árpa II.fok 25/1 csávázott ,1003001000,
3111260320050T,Jubilant  t. árpa II.fok 50/1 csávázott ,1003001000,
3111120120050T,Jubilejnaja 50   õ.búza  II.fok csávázatlan,1001909100,
3111120121050T,Jubilejnaja 50   õ.búza II. fok  csávázott   50 kg-os,1001909100,
3111120120000T,Jubilejnaja 50   õ.búza II. fok  csávázott bigbag  1000 kg-os,1001909100,
3111101611050T,Jubilejnaja õ.búza csávázott   I.fok   50/1,1001909100,
3111101611999T,Jubilejnaja õ.búza csávázott   I.fok bigbag 1000/1,1001909100,
2120010900001,JUDO 1 l (12x1 l),3808101000,
2120010900005,JUDO 5 l (4x5 l),3808101000,
3112175800018,Judoka kukorica 50 esz,1005101300,
2130000700000T,JUMBO EXTRA OD (5 l Kelvin 40 OD +2 kg Callam+5 l Dash) ,3808301300,
2130713440022,JUMBO-STOMP cs. (5 l Kelvin Ultra +2 kg Callam+5 l Dash +2x5 l Stomp 400 SC) ,3808205000,
2130715540012,JUMBO-ULTRA cs. (5 l Kelvin Ultra +2 kg Callam+5 l Dash) ,3808205000,
3111207621500T,Jup õ.árpa  csávázott II.fok  bigbag (500 kg/,1003001000,
2130044000010,JURA  EC  10 l (2x10 l) gyomirtó,3808302700,
2110006000005T,JUWEL  5 l  (4x5 l)  Forgalmazható:2020.október 30.-ig,3808208099,
3112183601018T,Juxxin kukorica 50 esz.,1005101300,
1193100121010T,K-bomber 10 kg ,3105909999,
1193100121025T,"K-bomber 2,5 kg  (8x2,5 kg)",3105909999,
2120600102005,"K-OBIOL  0,05 l  10x (10x0,05 l)",3808208099,
2120600100005T,K-OBIOL  5 l   (4x5 l),3808208099,
1110523125050T,K+S ENTEC 26N+13S 50/1,3102409000,
1142312225050,K+S ENTEC Perfect 14:7:17+2MgO+10S+me  50 kg-os (24x50 kg),3105201000,
1142312425025,K+S ENTEC Vino  Neu  NPK 15:5:20  (2+8)  25 kg-os  (48x25 kg),3105201000,
1142312425050,K+S ENTEC Vino  Neu  NPK 15:5:20  (2+8)  50 kg-os  (24x50 kg),3105201000,
1142312125050,"K+S ENTEC Vino  NPK 12:7:18 +3MgO+10S+0,02B+0,01Zn  50 kg-os (21x50 kg)",3105201000,
1191001215025,K+S EPSO Combitop 13MgO+13S+4Mn+1Zn   25 kg-os (40x25 kg),28332100,
1191001115025,K+S EPSO Microtop 15MgO+12S+1B+1Mn   25 kg-os (40x25 kg),28332100,
1130251115025T,K+S Hortisul Káliumszulfát  52%+18S  por   25-kg-os (40x25 kg),3104300099,
1130251115050T,K+S Hortisul Káliumszulfát 52%+18S  por  50 kg-os (21x50 kg),3104300099,
1130155110025,K+S Kálisó  99% (Potassium-clorid) 25 kg-os  (40x25 kg)  ,3104205000,
1130250315000T,K+S Kálium-szulfát (SOP 50%+18S)  por  öml.,3104300099,
1130255125900,K+S Kálium-szulfát 50%+18S gran.  bigbag,3104300099,
1130255120010,K+S Kálium-szulfát 50%+18S gran. 10 kg-os (100x10 kg),3104300099,
1130255120005T,K+S Kálium-szulfát 50%+18S gran. 5 kg-os,3104300099,
1130255125025,K+S Kálium-szulfát 50%+18S gran. zs  25/1,3104300099,
1130250110002T,K+S Kálium-szulfát 50%+18S por  2 kg-os,3104300099,
1130250110025,K+S Kálium-szulfát 50%+18S por  zs 25/1 ,3104300099,
1130250110010,K+S Kálium-szulfát 50%+18S por 10 kg  (100x10 kg),3104300099,
1130250115050,K+S Kálium-szulfát 50%+18S por zs 50/1 ,3104300099,
1130255325050,K+S Kálium-szulfát/KÁLISOP 50%+18S gran.   50 kg-os  (20x50 kg),3104300099,
1130255225000,K+S Kálium-szulfát/SOP 50%+18S gran. öml.,3104300099,
1191000125050T,K+S Keserûsó/EPSO TOP 16MgO+13S   50 kg-os  ,28332100,
1191000120010,K+S Keserûsó/EPSO TOP 16MgO+13S 10 kg (100x10 kg) ,28332100,
1191000120002T,K+S Keserûsó/EPSO TOP 16MgO+13S 2 kg-os  ,3105909999,
1191000120005,K+S Keserûsó/EPSO TOP 16MgO+13S 5 kg  (200x5 kg) ,28332100,
1191000125900T,K+S Keserûsó/EPSO TOP 16MgO+13S bigbag  ,28332100,
1191000125000T,K+S Keserûsó/EPSO TOP 16MgO+13S öml./lose.,28332100,
1191000125025,K+S Keserûsó/EPSO TOP 16MgO+13S zs 25/1  (40x25 kg),28332100,
1191002125025,K+S Kieserit ESTA 'gran' 25MgO+20S   25 kg-os  ,28332100,
1191002125050,K+S Kieserit ESTA 'gran' 25MgO+20S   50 kg-os  (20x50 kg),28332100,
1191002125700,K+S Kieserit ESTA 'gran' 25MgO+20S  bigbag  700/1 ,28332100,
1191002125000,K+S Kieserit ESTA 'gran' 25MgO+20S öml.,28332100,
1191002115050T,K+S Kieserit ESTA 'por' 27MgO+22S   50 kg-os  (21x50 kg),28332100,
1191002110010T,K+S Kieserit ESTA 'por' 27MgO+22S 10 kg-os,3105909999,
1191002115000T,K+S Kieserit ESTA 'por' 27MgO+22S öml.,28332100,
1130155225025,"K+S Korn-Káli 40%KCl+6MgO+4Na+12,5SO3 gran.  25 kg-os  ",3104205000,
1130155225050,"K+S Korn-Káli 40%KCl+6MgO+4Na+12,5SO3 gran.  50 kg-os  (21x50 kg)",3104205000,
1130155225600,"K+S Korn-Káli 40%KCl+6MgO+4Na+12,5SO3 gran. bigbag",3104205000,
1130155225500,"K+S Korn-Káli 40%KCl+6MgO+4Na+12,5SO3 gran. bigbag 500/1",3104205000,
1130155225000,"K+S Korn-Káli 40%KCl+6MgO+4Na+12,5SO3 öml./lose",3104205000,
1130451125000,K+S Magnesia-Kainit 11%K+5MgO+20Na+4S gran. öml.,3104900001,
1142302120010,K+S Nitrophoska 15:15:15+3S    10 kg-os  (100x10 kg),3105209000,
1142302125050,K+S Nitrophoska 15:15:15+3S   50 kg-os  (20x50 kg),3105209000,
1142302125700,K+S Nitrophoska 15:15:15+3S  bigbag  700/1,3105209000,
1142302125000,K+S Nitrophoska 15:15:15+3S  ömlesztett,3105209000,
1142060220010T,K+S Nitrophoska Kék sp. NPK 12:12:17(2+6)+me   10 kg-os  (100x10 kg),3105209000,
1142060225050,K+S Nitrophoska Kék sp. NPK 12:12:17(2+6)+me   50 kg-os (24x50 kg),3105201000,
1142300120010T,K+S Nitrophoska Perfect NPK 15:5:20(+2+8)+me   10 kg-os  (100x10 kg),3105209000,
1142300120012T,"K+S Nitrophoska Perfect NPK 15:5:20(+2+8)+me   12,5 kg-os  ",3105209000,
1142300120005T,K+S Nitrophoska Perfect NPK 15:5:20(+2+8)+me   5 kg-os  (200x5 kg),3105209000,
1142300125025,K+S Nitrophoska Perfect NPK 15:5:20(+2+8)+me  25 kg-os ,3105201000,
1142300125050,K+S Nitrophoska Perfect NPK 15:5:20(+2+8)+me  50 kg-os (24x50 kg),3105201000,
1130450125050,K+S Patent-káli 30%+18%S+10%MgO   50 kg-os  (20x50 kg),3104900001,
1130450125000,K+S Patent-káli 30%+18%S+10%MgO  öml.,3104900001,
1130450120010,K+S Patent-káli 30%+18%S+10%MgO 10 kg-os  (100x10 kg),3104900001,
1130450120005,K+S Patent-káli 30%+18%S+10%MgO 5 kg-os  (200x5 kg),3104900001,
1130450125700,K+S Patent-káli 30%+18%S+10%MgO bigbag 700/1,3104900001,
1130450125025,K+S Patent-káli 30%+18%S+10%MgO zs 25/1,3104900001,
1130150215025T,K+S Solumop 60 % por fehér   25 kg-os (40x25 kg),3104205000,
1130150215050T,K+S Solumop 60 % por fehér  zs 50/1,3104205000,
1130256510025,K+S Solusop  Káliumszulfát kristályos 52%    25 kg-os (40x25 kg),3104300099,
2130039301075,"KABUKI  0,75 l  (12x0,75 l)",3808302700,
2130037200001,KABUKI  1 l  (12x1 l) (gyomirtó),3808302100,
3112141201015T,Kadoxx kukorica   50 esz,1005101300,
3112141201020T,Kadoxx kukorica   70 esz,1005101300,
2120012720003,"KAISO EG  0,3kg   (12x0,3 kg)",3808109000,
2120012720001,KAISO EG  1kg   (10x1 kg),3808109000,
2120020860025T,KAISO PLUSZ CSOMAG (5*1 kg Kaiso+4*5 l Cyren) rovarölõ,3808,
2120740340025T,KAISO PLUSZ CSOMAG (5*1 kg Kaiso+4*5 l Pyrinex48EC) rovarölõ,3808,
3111130721999T,Kalahári õ.búza II.fok csávázott bigbag 1000 kg,1001909100,
2110702441174T,Kalászos Bázis cs.(2*5 l Artea+4 db Peak Turbo+3*1 l Karate Zeon),1*,
2110701900051T,Kalászos lombv. csom.( Fezan Plus 30 l+W. Réz Top 10 l+W. Cink 10 l+Fury 1 l),3808*,
2130711261345,"Kalászos Protect Hadden (Hadden 0,5 kg +Star 3 l+Fezan Plus 30 l+Fury 1 l)",3808*,
1191015120025,Kalcium-klorid (80 %)  25 kg-os,3105909999,
1110820520025,Kalciumnitrát  (Lovofert)  Fertigation Grade  25 kg-os ( 48x25 kg),3102600000,
1110820530025,Kalciumnitrát  (Lovofert)  GG Greenhouse Grade  25 kg-os ( 48x25 kg),3102600000,
1110820320025,Kalciumnitrát (Ducanit)  25 kg-os  (48x25 kg) ,3102600000,
1110820620025T,Kalciumnitrát AGRI GRADE (Szántóföldi) zsákos 25/1,3102600000,
1110820320005T,Kalciumnitrát CalciNit 5 kg-os,3102600000,
1110820520005T,Kalciumnitrát Fertigation Grade 5 kg-os,3102600000,
1110820820025,Kalciumnitrát Haifa Cal    25 kg-os  (48x25 kg),3102600000,
1110820120025T,Kalciumnitrát Kwizda zsákos (48x25) 25/1,3102600000,
1110820220025,Kalciumnitrát YARA  LIVA  25 kg-os (48x25 kg),3102600000,
3113206011010T,Kaliber  t.repce (TMTD+Chinook ) 2.000.000 csíra/zsák,1205101000,
2140009001045T,KALIF kutya macska távoltartó szer 450 ml,38089190,
1130155325000,Kálisó 40 % por öml,3104205000,
1130155335999,Kálisó 45 % bigbag,3104205000,
1130155335000,Kálisó 45 % por öml,3104205000,
1130155125050,Kálisó 60 % gran. fehér  50 kg-os  (20x50 kg),3104205000,
1130155125700,Kálisó 60 % gran. fehér  bigbag  700/1,3104205000,
1130155125000,Kálisó 60 % gran. fehér  öml.,3104205000,
1130155120010,Kálisó 60 % gran. fehér 10 kg (100x10 kg),3104205000,
1130155120005,Kálisó 60 % gran. fehér 5 kg-os,3104205000,
1130160125700,Kálisó 60 % gran. piros  bigbag  700/1,3104205000,
1130160125050,Kálisó 60 % granulált piros   50 kg-os  (20x50 kg),3104205000,
1130160120010,Kálisó 60 % granulált piros  10kg-os (100x10 kg),3104201000,
1130160120005,Kálisó 60 % granulált piros  5 kg-os (200x5 kg),3104201000,
1130160125000,Kálisó 60 % granulált piros  öml,3104205000,
1130160125025,Kálisó 60 % granulált piros 25 kg-os  (48x25 kg),3104205000,
1130150115050,Kálisó 60 % por fehér   50 kg-os  (20x50 kg),3104205000,
1130150110010T,Kálisó 60 % por fehér  10kg-os,3104205000,
1130150115900,Kálisó 60 % por fehér  bigbag   1000/1,3104205000,
1130150115025T,Kálisó 60 % por fehér  zsákos 25/1,3104205000,
1130150115045T,Kálisó 60 % por fehér  zsákos 45/1,3104205000,
1130160115000T,Kálisó 60 % por piros  öml,3104205000,
1130150115000,Kálisó 62 % por fehér  öml,3104205000,
1130155310025,Kálium-klorid 99% technikai  (Potassium Clorid)  25 kg-os  (40x25 kg),3104205000,
1130255325025,Kálium-szulfát 50%  gran.   zsákos 25 kg (49x25 kg),3104300099,
1130255125050,Kálium-szulfát 50%  granulátum   50 kg-os  (20x50 kg),3104300099,
1130255325700,Kálium-szulfát 50%  granulátum  bigbag  700/1,3104300099,
1130255325000,Kálium-szulfát 50%  granulátum  öml.,3104300099,
1130550110025,Káliumnitrát (Yara Krista K plus)  25 kg-os (48x25 kg),2834210000,
1130550310025,Káliumnitrát Lengyel zsákos 25/1 (40x25) ,2834210000,
1130551120005T,"Káliumnitrát Multi K GG (13,5-0-46,2) 5 kg",2834210000,
1130550210025T,"Káliumnitrát por / KWIZDA 13,5-0-46,2 /  zsákos 25/1  (42x25 kg)",2834210000,
1130550215900T,"Káliumnitrát por / KWIZDA 13,5-0-46,2 / bigbag",2834210000,
1130350115050,Káliumszulfát 32%  por  50 kg-os   (20x50 kg),3104300099,
1130350115700,Káliumszulfát 32%  por  bigbag 700/1,3104300099,
1130350115000,Káliumszulfát 32%  por  ömlesztett,31043000,
1130255410025,Káliumszulfát YARA Krista SOP 50%   25/1(49x25),3104300099,
5102903125050,KalkKorn (2-6 mm) (Alba Milagro) 50 kg-os,3105600000,
5102903125999,KalkKorn (2-6 mm) (Alba Milagro) bigbag  1000 kg-os,3105300000,
2130724440015,KALTOR  csom. 10 ha (4x1kg Kaltor+2x5l Daneva+1 l Silwet Star),3808909000,
2130725340025,KALTOR Gold cs. 10 ha(4x1kg Kaltor+2x5l Daneva+1 l Silwet Star+10lSuccessor TX)),3808909000,
8102100100020,Kamarai tagdíj,9111,
3112107501020,Kamaria  kukorica  70 esz.,1005101300,
8207010310025,Kamat  27% ÁFA,-,
8207010300025,Kamat (integrációs)  27% ÁFA,65.22,
8207010300099,Kamat 0% Áfa,-,
8207010300001,Kamat fordított Áfa-val,-,
8106060100099,Kamat támogatás (i),65231,
8106060100089,Kamat támogatás (iá),65231,
3112131501015T,Kamelias kukorica  50 esz,1005101300,
3112131502015T,Kamelias kukorica  50 esz  Cruiser,1005101300,
3112131505015T,Kamelias kukorica  50 esz Poncho Pro,1005101300,
2130701361157,"KAMIKAZE csom. ( ERGON 2x0,35kg + GALISTOP 1x5 l + SOLEIL 2x5 l)",3808302700,
3112131903015T,Kamparis EXTRA kukorica  50 esz ,1005101300,
3112131902015T,Kamparis kukorica  50 esz ,1005101300,
3112131901015T,Kamparis kukorica  50 esz Korit+Sonido,1005101300,
3112181901015T,Kanada  kukorica  25 esz,1005101300,
3112182001022T,Kanada  kukorica  80esz,1005101300,
2115100300010,KANTIK  10 l  (2x10 l)  gombaölõ Forg.: 2022. június 30-ig ,3808201000,
2115100300005,KANTIK  5 l  (4x5 l)  gombaölõ Forg.: 2022. június 30-ig,3808201000,
2115101100020,KANTIK+SEGURIS EXTRA 10HA (15 l +5 l),3808201000,
2130020001002,"KAPAZIN   0,2 l  (20x0,2 l)",3808302700,
2130020000001,KAPAZIN   1l  (10x1 l) Net-Net,3808302700,
2130020000005,KAPAZIN   5 l  (4x5 l),3808302700,
2130020000000,KAPAZIN 1000 l,3808909000,
2130020000020,KAPAZIN 20 l (32x20 l) Net-Net,3808909000,
8105015111200,Kapott elõleg  0 %,-,
8105015111220,Kapott elõleg  20 %,-,
8205010111220,Kapott elõleg 25% Áfa,1,
8205010111227,Kapott elõleg 27% Áfa,1,
8105015111210,Kapott elõleg FAD,1,
1140152125900T,KAPPA NP 10:25+Fe bigbag,3105400000,
1140152225000T,KAPPA NP 10:30+Fe ömlesztett,3105400000,
1140978225025T,KAPPA NPK 12:12:17+me 25/1,3105400000,
1140978125900T,KAPPA NPK 15:15:15 bigbag,3105201000,
2110028220005,KARÁT 80 WDG  5 kg  (4 x 5 kg) gombaölõ,3808208099,
2120004322025T,"KARATE 2,5 WG  0,25 kg",3808101000,
2120004323005,"KARATE 2,5 WG 0,005 kg  12x(40x0,005 kg) levél",3808101000,
2120004322005,"KARATE 2,5 WG 0,05 kg  (20x0,05 kg)",3808101000,
2120004321002,"KARATE 2,5 WG 0,2 kg  (10x0,2 kg)",3808101000,
2120004320001T,"KARATE 2,5 WG 1 kg  (10x1 kg) /LAMDEX EXTRA/",3808101000,
2120004303025,"KARATE ZEON  5 CS 0,0025 l 12x(20x0,0025 l) ampulla",3808205000,
2120004302025,"KARATE ZEON 5 CS  0,25 l (20x0,25 l)",3808101000,
2120004300001,KARATE ZEON 5 CS  1 l (12x1 l),3808101000,
2110006202005T,"KARATHANE LC  0,05 l  coex  (50x0,05 lit)",3808208099,
2110006201002T,"KARATHANE LC  0,2 l  coex  (24x0,2 lit)",3808208099,
2110006203025T,"KARATHANE LC AMP.  5x5 ml  (50x0,025 lit)",3808208099,
2110006102025,"KARATHANE STAR   0,25 l  (24x0,25 l)",3808208099,
2110006100005,KARATHANE STAR  5 l  (4x5 l),3808208099,
2110006100001,KARATHANE STAR 1 l (10x1 l),3808208099,
1110620125040,Karbamid 46 %  magyar   40 kg-os (27x40 kg),3102109000,
1110620125900,Karbamid 46 %  magyar bigbag,3102109000,
1110629125000,Karbamid 46 %  magyar ért. cs. ömlesztett,3102109000,
1110620125250,Karbamid 46 %  magyar ipari 50/1 pal. 20 %áfa,3102109000,
1110620125000,Karbamid 46 %  magyar ömlesztett,3102109000,
1110620125850,Karbamid 46 %  magyar palettás 50/1 ,3102109000,
1110670125040,Karbamid 46 % import     40 kg-os  (27x40 kg),3102109000,
1110670125025,Karbamid 46 % import    25 kg-os  (40x25 kg),3102109000,
1110670125020,Karbamid 46 % import  20 kg-os  (60x20 kg),3102109000,
1110670125050,Karbamid 46 % import  50 kg-os  (24x50 kg),3102109000,
