kod,megnevezes,vtsz,idegen_nev1
1142522320025,Everris Agroblen NPK: 15:12:9+Ca+B  25 kg-os,3105201000,
1142522120025,Everris Agroblen NPK: 15:8:16+me  25 kg-os,3105201000,
1142522520025,Everris Agroblen NPK: 18:8:16+2 MgO  25 kg-os (50x25 kg),3105201000,
1142522720025,Everris Agroblen NPK: 20:10:10+me  25 kg-os,3105201000,
1142515210015,Everris Agroleaf P. Ca  NPK:11:5:19+me  15 kg-os  (66x15 kg) ,3105201000,
1142515210002,Everris Agroleaf P. Ca NPK:11:5:19+me 2 kg-os  72x(6x2 kg),3105201000,
1142515610002,Everris Agroleaf P. NPK: 20:20:20+me  2 kg-os  72x(6x2 kg),3105201000,
1142515610015,Everris Agroleaf P. NPK: 20:20:20+me 15 kg-os  (66x15 kg),3105201000,
1142515410015,Everris Agroleaf P. NPK:10:5:10  Mg +me  15 kg-os  (66x15 kg) ,3105201000,
1142515410002,Everris Agroleaf P. NPK:10:5:10  Mg +me 2 kg-os  72x(6x2 kg) ,3105201000,
1142515110015,Everris Agroleaf P. NPK:12:52:05 +me  15 kg-os (66x15 kg) ,3105201000,
1142515110002,Everris Agroleaf P. NPK:12:52:05 +me  2 kg-os  72x(6x2 kg) ,3105201000,
1142515310002,Everris Agroleaf P. NPK:15:10:31+me   2 kg-os  72x(6x2 kg) ,3105201000,
1142515310015,Everris Agroleaf P. NPK:15:10:31+me  15 kg-os (66x15 kg) ,3105201000,
1142515510002,Everris Agroleaf P. NPK:31:11:11 +me   2 kg-os  72x(6x2 kg) ,3105201000,
1142515810015,Everris Agroleaf P. NPK:31:11:11 +me  15 kg-os (66x15 kg) ,3105201000,
1142518210025,Everris Agrolution  15:13:25+me zsákos 25 kg-os  (48x25 kg),3105201000,
1142518110025,Everris Agrolution 313 14:7:14+14CaO  zsákos  25 kg-os  (48x25 kg),3105201000,
1142518620025,Everris Agrolution pHLow  10:50:10+me zsákos  25 kg-os  (48x25 kg),3105201000,
1142518520025,Everris Agrolution pHLow  15:13:25+me zsákos  25 kg-os  (48x25 kg),3105201000,
1142518420025,Everris Agrolution pHLow  20:20:20+me   25 kg-os,3105201000,
1142518320025,Everris Agrolution Spec. 14:8:22+5CaO+2MgO   25 kg-os,3105201000,
1142513520025,Everris Agromaster  NPK 10:5:23+5MgO+29 SO3   25 kg-os (48x25 kg) ,3105201000,
1142513420025,Everris Agromaster  NPK 15:8:16+5MgO+25SO3   25 kg-os (50x25 kg) ,3105201000,
1142513210025,Everris Agromaster  NPK: 12:5:19+4 MgO +18 S   25 kg-os,3105201000,
1142513110025,Everris Agromaster  NPK: 16:10:16+2 MgO   25 kg-os,3105201000,
1142513320025,Everris Agromaster  NPK: 16:8:16+5MgO+16SO3   25 kg-os (50x25 kg) ,3105201000,
1142522420025,Everris Agromaster NPK: 18:8:16+me  25 kg-os (50x25 kg),3105201000,
1142519820015,Everris Landscaper Pro  NPK 18:0:0 Mohairtó   15 kg-os ,3105201000,
1142519220015,Everris Landscaper Pro  NPK 20:20:8 gyeptelepítõ 15 kg-os  ,3105201000,
1142519120015,Everris Landscaper Pro  NPK:27:5:5 +2 MgO   15 kg-os  (66x15 kg) ,3105201000,
1142513610025,Everris Nutrivant  NPK: 6:16:26+2 MgO   25 kg-os,3105201000,
1142525220025,Everris Osmocote 11-10-19+2 MgO+TE 5-6 hónap  25/1 ,3105201000,
1142526120025,Everris Osmocote EXACT Hi K NPK: 11:11:18+ 2 MgO+Te   25 kg-os,3105201000,
1142526220025,Everris Osmocote EXACT Standard NPK: 15:9:12   25 kg-os,3105201000,
1142525120025,Everris Osmocote Start NPK 11:11:17+2MgO   25 kg-os,3105201000,
1142511120015,Everris Plant Starter (PETERS)  NPK 10:52:10    15 kg-os ,3105201000,
1142511220015,Everris Professional (PETERS)  NPK 10:30:20 +2MgO+TE  15 kg-os ,3105201000,
1142516410025,Everris Solinure 1 NPK: 10:5:40+me  25 kg-os (48x25 kg),3105201000,
1142516510025,Everris Solinure 4 NPK: 17:6:22+me  25 kg-os  (48x25 kg),3105201000,
1142516210025,Everris Solinure 5 NPK: 20:20:20+me  25 kg-os  (48x25 kg),3105201000,
1142516310025,Everris Solinure 7 NPK: 24:12:12+me  25 kg-os  (48x25 kg),3105201000,
1142516110025,Everris Solinure 9 NPK: 12:36:12+me  25 kg-os (48x25 kg),3105201000,
1142516610025,Everris Solinure FX  NPK: 16:8:25+3 MgO  25 kg-os,3105201000,
1142516710025,Everris Solinure FX  NPK: 17:8:27+3 CaO  25 kg-os,3105201000,
1142516810025,Everris Solinure FX  NPK: 18:9:18   25 kg-os,3105201000,
1142516920025,Everris Solinure FX 17  NPK: 15:5:30   25 kg-os,3105201000,
1142517120025,Everris Solinure GT 1 NPK: 10:5:39+2 Mg+me  25 kg-os (48x25 kg),3105201000,
1142517220025,Everris Solinure GT 2 NPK: 7:19:38+2 Mg+ me  25 kg-os (48x25 kg),3105201000,
1142517420025,Everris Solinure GT 4 NPK 14:6:23+2 Mg+ me  25 kg-os (48x25 kg),3105201000,
1142517520025,Everris Solinure GT 5 NPK: 20:20:20+me  25 kg-os (48x25 kg),3105201000,
1142517820025,Everris Solinure GT 8 NPK: 23:10:10+me  25 kg-os (48x25 kg),3105201000,
1142517920025,Everris Solinure GT 9 NPK: 11:35:11+me  25 kg-os (48x25 kg),3105201000,
1142514120025,"Everris Universal Yellow  NPK: 12:30:12+2 , 2 MgO+Te  25 kg-os",3105201000,
1142520120025,Everris Universol   NPK: 12:10:28 + 2 MgO  25 kg-os,3105201000,
2130042421115,"EVORELLE EXPRESS  0,15 kg (10 x 0,15 kg ) + Trend 1 l",0000,
1216210205000,Excelis Energy+,3105209000,
1216210105000,Excelis Green+,3105209000,
3119100620025T,Exellent olasz perje  25 kg -os,1209210000,
2192001200001,EXILIS  1 l  (12x1 l) ,3808109000,
2120026000001,EXIREL 100 SE  1 l  (10x1 l),3808109000,
3113205611010T,Exocet õ.repce (Chinook+TMTD) 1.500.000 mag/zsák,1205101000,
3113205671010T,Exocet õ.repce (Ellado+TMTD) 1.500.000 mag/zsák,1205101000,
3113205612010T,Exocet õ.repce (TMTD) 1.500.000 mag/zsák,1205101000,
3111103321999,Exotic õ.búza  II.fok csávázott   bigbag 1000 kg-os,1001909100,
2130709321007,"EXPERT MET  0,7 kg  (10x0,7 kg)",3808302700,
2130709320001,EXPERT MET  1 kg  (10x1 kg),3808302700,
2130023113112,"EXPRESS 50 SX  0,1125 kg ",3808302700,
2130023111011,"EXPRESS 50 SX  0,1125 kg +(Trend 1 l) ",3808302700,
2130023110041,"EXPRESS 50 SX 112,5 gr + Dual Gold 4 liter  + 1 l Trend",3808302700,
3114201820025,Express lucerna II.fok nem csávázott  25 kg-os,1209210000,
2113101500001,FABAN 500 SC  1 l (10x1 l),3808302700,
3113151400015T,Fabiola CS (150 esz) napraforgó,1206001000,
2119505202012,"FAGÉL FASEBKEZELÕ  0,12 l (50 x 0,12 l)",3808208099,
2119505201005,"FAGÉL FASEBKEZELÕ  0,5 l (12 x  0,5 l)",3808208099,
2110017400001,FAGÉL FASEBKEZELO  1 l  (6x1 l),3808208099,
2119505200005,FAGÉL FASEBKEZELÕ  5 l,3808208099,
8103030400101,Faktor költség,65231,
8203030400127,Faktor költség 27 % áfa,65231,
8103030400127,Faktor költség 27%,65231,
3113212601012T,"Faktor õ.repce  (TMTD)  1,500.000 csíra/zsák",1205101000,
8101110100020,Falazó anyag költség,6904,
2110004603050,"FALCON 460 EC  0,05 l  (40x0,05 l)  Forg.: 2021. február 28.-ig",3808208099,
2110004602025,"FALCON 460 EC  0,25 l  (40x0,25   Forg.: 2021. február 28.-ig",3808208099,
2110004600001,FALCON 460 EC  1 l  (12x1 l)  Forg.: 2021. február 28.-ig,3808208099,
2110004600200,FALCON 460 EC  200 l  Forg.: 2021. február 28.-ig,3808208099,
2110004600005,FALCON 460 EC  5 l  (4x5 l)  Forg.: 2021. február 28.-ig,3808208099,
2110014600005,FALCON PRO  5 l (4x5 l),3808208099,
2110006910005,FANTIC M   5 kg  (4x5 kg),3808208099,
3111121811999,Farinelli  õ.búza  I.fok csávázott bigbag 1000 kg,1001909100,
3111121821040,Farinelli  õ.búza  II.fok csávázott  40/1,1001909100,
3111121821050,Farinelli  õ.búza  II.fok csávázott  50/1,1001909100,
3111121821700,Farinelli  õ.búza  II.fok csávázott  bigbag  700 kg,1001909100,
3111121821000,Farinelli  õ.búza  II.fok csávázott bigbag 1000 kg,1001909100,
2190006100001,Farmclean 1 l (10x1 l) tartálytisztító adalékanyag,3808909000,
2110030000005,FAXER 5 l (4x5 l),3808205000,
2110703000010,FAXER EXPERT csomag (5 l Faxer+5 l Teson),3808205000,
2190001320004,FAZOR  (csírázásgátló) 4 kg  (4x4 kg),3808303000,
6121431,Fekete huzal vtsz:7217,7209,
6121001,Fekete lemez 16-os,7208519999,
8102710141112,Felár (termény),1206009900,
8102710141100,Felár (termény) 0 % áfa,1206009900,
8102710141125,Felár (termény) 27% áfa,1206009900,
8102710131127,Felár (vetõmag) 27% áfa,1206009900,
2120003602025T,"FENDONA 10 EC  0,25 l",3808101000,
2120003600001,FENDONA 10 EC  1 l  (10x1 l) Forg.: 2020. október 31-ig,3808101000,
2120003600005T,FENDONA 10 EC  5 l  (4x5 l),3808101000,
2120025800001,FENTROL CS  1 l  (12x1 l) ,3808109000,
3113151501015T,Féria CLP  (150 esz) napraforgó,1206001000,
1192121220005,"Ferrilene 4,8 (6)  5 kg  (4x5 kg)",3105909999,
1192121220001,"Ferrilene 4,8 (6) 1 kg (12x1 kg)",3105909999,
3111132421999T,Ferrum  õ.búza  II.fok csávázott  bigbag 1000 kg-os,1001909100,
1192061200001,Fertina Ca Alma és Körtefák 1/1,3105909999,
1192063100001,Fertina G Szõlõ 1/1,3105909999,
1192062100001,Fertina P Zöldségfélék 1/1,3105909999,
1192061100001,Fertina V Gyümölcsfák 1/1,3105909999,
5111000120025,Fertiplus  NPK 4:3:3 komposztált baromfi trágya 25/1,3101000002,
1192110100020 T,Fertishild Uni  20 l,310590999,
1210504605000T,Fertisol  18% N   saját gyártás,3102800000,
1210503105000T,Fertisol  20% N + 6% S  saját gyártás,3102800000,
1210502105000T,Fertisol  28% N  saját gyártás,3102800000,
3112400220010T,Fertodi-2  köles ,1008200000,
2110026900005T,FEZAN PLUS 5 l (4x5 l),3808208099,
1192000900001T,Fh.       Mg  Magnézium oldat   1 l,3105909999,
1192000100001,Fh.  10 B  Bóroldat    1 l  (12x1 l),3105909999,
1192000100005,Fh.  10 B  Bóroldat    5 l,3105909999,
1192000100020,Fh.  10 B  Bóroldat  20 l,3105909999,
1192001200001,Fh.  14 N  Nitrogénoldat   1 l  (12x1 l),3105909999,
1192001200005,Fh.  14 N  Nitrogénoldat   5 l  ,3105909999,
1192001200020,Fh.  14 N  Nitrogénoldat  20 l  ,3105909999,
1192001100001,Fh.  24 Mg  Magnéziumoldat    1 l  (12x1 l),3105909999,
1192001100005,Fh.  24 Mg  Magnéziumoldat    5 l  ,3105909999,
1192001100020,Fh.  24 Mg  Magnéziumoldat  20 l  ,3105909999,
1192000200001,Fh.  30 P  Foszforoldat    1 l  (12x1 l),3105909999,
1192000200005,Fh.  30 P  Foszforoldat    5 l,3105909999,
1192000200020,Fh.  30 P  Foszforoldat  20 l,3105909999,
1192000700001,Fh.  39 K  Káliumoldat    1 l  (12x1 l),3105909999,
1192000700005,Fh.  39 K  Káliumoldat    5 l,3105909999,
1192000700020,Fh.  39 K  Káliumoldat  20 l,3105909999,
1192000300001,Fh.  40 Ca Kalciumoldat    1 l (12x1 l),3105909999,
1192000300005,Fh.  40 Ca Kalciumoldat    5 l,3105909999,
1192000300020,Fh.  40 Ca Kalciumoldat  20 l,3105909999,
1192001300001,Fh.  40 Ca Kalciumoldat  Nitrogénmentes 1 l  (12x1 l),3105909999,
1192001300005,Fh.  40 Ca Kalciumoldat  Nitrogénmentes 5 l,3105909999,
1192001000001,Fh.  54 Mn Mangánoldat  1 l (12x1 l),3105909999,
1192001000005,Fh.  54 Mn Mangánoldat  5 l,3105909999,
1192001000020,Fh.  54 Mn Mangánoldat 20 l,3105909999,
1192000400001,Fh.  55 Fe Vasoldat    1 l  (12x1 l),3105909999,
1192000400005,Fh.  55 Fe Vasoldat    5 l,3105909999,
1192000400020,Fh.  55 Fe Vasoldat  20 l,3105909999,
1192000500001,Fh.  63 Cu Rézoldat    1 l (12x1 l),3105909999,
1192000500005,Fh.  63 Cu Rézoldat    5 l,3105909999,
1192000500020,Fh.  63 Cu Rézoldat   20 l,3105909999,
1192000800001,Fh.  65 Zn Cinkoldat    1 l (12x1 l),3105909999,
1192000800005,Fh.  65 Zn Cinkoldat    5 l,3105909999,
1192000800020,Fh.  65 Zn Cinkoldat  20 l,3105909999,
1192002600000,Fh.  BIO Gabona 1000 l,3105909999,
1192002600020,Fh.  BIO Gabona 20 l,3105909999,
1192007100010T,Fh.  Búzacsomag (Fh. Gabona   5 l + Fh. Turbo Kén 5 l),3105909999,
1192001400005,Fh.  Ca +Kation-Mix    5 l,3105909999,
2120011601002T,"Fh.  FITO-INSECT 0,2 l (spray)",3108109000,
1192008101005,"Fh.  Fitoferr L-10 vaskelát levélre   0,5 kg",3105909999,
1192008100001,Fh.  Fitoferr L-10 vaskelát levélre 1 kg (20x1 kg),3105909999,
1192008300001,Fh.  Fitoferr T-3 vaskelát  1l,3105909999,
1192008300005,Fh.  Fitoferr T-3 vaskelát  5l,3105909999,
1192008300020,Fh.  Fitoferr T-3 vaskelát talajra 20 l,3105909999,
1192008201005,"Fh.  Fitoferr T-6  vaskelát   0,5 kg (40x0,5 kg)",3105909999,
1192008200001,Fh.  Fitoferr T-6  vaskelát   1 kg ,3105909999,
1192003300005,Fh.  Gabona (Búza)   5 l,3105909999,
1192003300020,Fh.  Gabona 20 l,3105909999,
1192007100040,Fh.  Gabonacsomag (Fh. Gabona 20 l + Fh. Turbo Kén  20 l),3105909999,
1192002800020,Fh.  Gumós-Hüvelyes   20 l,3105909999,
1192002800005,Fh.  Gumós-Hüvelyes   5 l,3105909999,
1192007400040,Fh.  HO Napraforgó csom. (Polybór plusz 20 l + Fh. Turbó Kálium 20 l),3105909999,
1192009200005,Fh.  KáliVas  5 l,3105909999,
1192009200020,Fh.  KáliVas 20 l,3105909999,
1192010800001,Fh.  Kiskert  1 l  (12x1 l)   ,3105909999,
1192005121033,"Fh.  Komplex Plus   0,33 kg  (12x0,33 kg)",3105909999,
1192005120001,Fh.  Komplex Plus   1kg  (12x1 kg),3105909999,
1192005120010,Fh.  Komplex Plus 10 kg,3105909999,
1192005130010,Fh.  Komplex Plus AGRO  10 kg,3105909999,
1192003000020,Fh.  Kukorica  20 l,3105909999,
1192007300120,Fh.  Kukorica csom. (Fh. Turbó Nitrogén 100 l + Fh. Turbó Cink 20 l),3105909999,
1192003000005,Fh.  Kukorica Plus 5 l,3105909999,
1192003700020,Fh.  Kukorica Plusz   20 l,3105909999,
1192003200001,Fh.  Leveles dísznövény 1 l   (12x1 l),3105909999,
1192009100005,Fh.  MaFosz  5 l,3105909999,
1192002500001,Fh.  Makro Universal  1 l (12x1 l),3105909999,
1192009300001,Fh.  Makrosol    1 l (12x1 l),3105909999,
1192009300003,Fh.  Makrosol    3 l,3105909999,
1192009300005,Fh.  Makrosol    5 l,3105909999,
1192009300020,Fh.  Makrosol  20 l,3105909999,
1192009400001,Fh.  MikroMax  1 l  (12x1 l),3105909999,
1192009400005,Fh.  MikroMax  5 l,3105909999,
1192009400010,Fh.  Mikromax 10 l ,3105909999,
1192009400020,Fh.  Mikromax 20 l ,3105909999,
1192002401005,"Fh.  Muskátli   0,5 l",3105909999,
1192002400001,Fh.  Muskátli   1 l (12x1 l),3105909999,
1192007500040,Fh.  Napraforgó csom. (Polybór 20 l + Fh. Turbó Kálium 20 l),3105909999,
1192003100020,Fh.  Olajnövény  20 l,3105909999,
1192003100005,Fh.  Olajnövény 5 l,3105909999,
1192003400001,Fh.  Örökzöld   1 l (12x1 l),3105909999,
1192009600010,Fh.  Polybór 140  10 l  (1x10 l),3105909999,
1192009600001,Fh.  Polybór 140  1l  (12x1 l),3105909999,
1192009600005,Fh.  Polybór 140  5 l  (1x5 l),3105909999,
1192009600020,Fh.  Polybór 140 20 l,3105909999,
1192009800020,Fh.  Polybór Plus (mikroelemekkel)  20 l,3105909999,
1192007200040,Fh.  Repcecsomag (Polybór  140   20 l + Fh. Turbó Kén 20 l),3105909999,
1192007200010,Fh.  Repcecsomag (Polybór 140  5 l + Fh. Turbókén  5 l),3105909999,
1192007600040,Fh.  Repcecsomag (Polybór Plusz 20 l + Fh. Turbó Kén 20 l),3105909999,
1192009500020,Fh.  Standard EK  20 l,3105909999,
1192006100020,Fh.  Starter 4-28-26  20 l,3105909999,
1192006200005,Fh.  Starter 4-28-26  5 l,3105909999,
1192003605001,Fh.  Szója 1000 l ,3105909999,
1192003600020,Fh.  Szója 20 l ,3105909999,
1192002700001,Fh.  Szõlõ-Gyümölcs   1 l (12x1 l),3105909999,
1192002700005,Fh.  Szõlõ-Gyümölcs   5 l ,3105909999,
1192002700020,Fh.  Szõlõ-Gyümölcs 20 l ,3105909999,
1192006920001,Fh.  Táprúd Leveles 30db,3105909999,
1192004200001,Fh.  Turbo Cinkoldat  1 l (12x1 l),3105909999,
1192004200020,Fh.  Turbo Cinkoldat  20 l,3105909999,
1192004200005,Fh.  Turbo Cinkoldat  5 l,3105909999,
1192004300001,Fh.  Turbo Foszfor 1 l (12x1 l),3105909999,
1192004300020,Fh.  Turbo Foszforoldat  20 l,3105909999,
1192004000001,Fh.  Turbo Kalciumoldat  1 l (12x1 l),3105909999,
1192004000020,Fh.  Turbo Kalciumoldat  20 l,3105909999,
1192004000005,Fh.  Turbo Kalciumoldat  5 l (1x5 l),3105909999,
1192004100020,Fh.  Turbó Kálium 20 l,3105909999,
1192004100001,Fh.  Turbo Káliumoldat  1 l (12x1 l),3105909999,
1192004700001,Fh.  Turbo Kén 1 l (12x1 l),3105909999,
1192000600005,Fh.  Turbó Kénoldat    5 l,3105909999,
1192000600020,Fh.  Turbó Kénoldat  20 l,3105909999,
1192004400001,Fh.  Turbo Magnézium 1 l (12x1 l),3105909999,
1192004400020,Fh.  Turbo Magnéziumoldat  20 l,3105909999,
1192009700001,Fh.  Turbo Makro (NPK oldat) 1 l (12x1 l),3105909999,
1192009700020,Fh.  Turbo Makro (NPK oldat) 20 l,3105909999,
1192009900020,Fh.  Turbó Mangán 20 l  (30x20 l),3105909999,
1192004800020,Fh.  Turbó Nitrogén   20 l,3105909999,
1192004800001,Fh.  Turbo Nitrogén  1 l (12x1 l),3105909999,
1192004600001,Fh.  Turbo Réz  1 l (12x1 l),3105909999,
1192004605001,Fh.  Turbó Réz 1000 l,3105909999,
1192004600020,Fh.  Turbó Réz 20 l,3105909999,
1192004500020,Fh.  TurbóBór 20 l,3105909999,
1192004700020T,Fh.  Turbókén   20 l,3105909999,
1192006800020,Fh.  Virágföld (általános)   20 l,3105909999,
1192003500001,Fh.  Virágkedvenc   1 l (12x1 l),3105909999,
1192003501005,"Fh.  Virágkedvenc (szórófejes)   0,5 l (12x0,5 l)",3105909999,
1192002900001,Fh.  Zöldség   1 l (12x1 l),3105909999,
1192002900020,Fh.  Zöldség  20 l,3105909999,
1192002900005,Fh.  Zöldség (Gumós-Hüvelyes)  5 l,3105909999,
2130028300005T,FIGARO   5 l  (4x5 l) Forg.:2017.Május 31.-ig,3808301100,
2130028300001T,FIGARO  1 l  (12x1 l) Forg.:2017.Május 31.-ig,3808301100,
2130028300020T,FIGARO  20 l  (32x20 l) Forg.:2017.Május 31.-ig,3808301100,
2130026900020,FIGARO 360  20 l  (32x20 l),3808302700,
2130026900005,FIGARO 360  5 l  (4x5 l),3808302700,
3111180621999,Figaro járóbúza (tavaszi) 1000 kg BB csávázott,10019110,
2130004601002T,"FINALE  0,2 l  (30x0,2 l)  Forgalmazható:2019.01.31.-ig",3808302700,
2130004600005T,FINALE  5 l  (4x5 l) Forgalmazható:2019.01.31.-ig,3808302700,
2130004600001T,FINALE 14 SL  1 l  (12x1 l)  Forgalmazható:2019.01.31.-ig,3808302700,
1192002100050T,Fitohorm ST búza   50 l,3105909999,
1192002100060T,Fitohorm ST búza   60 l,3105909999,
1192002100005T,Fitohorm ST búza  5 l,3105909999,
1192002200060T,Fitohorm ST szõlõ   60 l,3105909999,
1192002200020T,Fitohorm ST szõlõ  20 l,3105909999,
1192002200005T,Fitohorm ST szõlõ  5 l,3105909999,
1192002300020T,Fitohorm ST zöldség  20 l,3105909999,
1192002300050T,Fitohorm ST zöldség  50 l,3105909999,
1192002000005T,Fitohorm Standard  EK  5 l,3105909999,
1192002600001T,Fitohorm virág   1l,3105909999,
1193110100005,FITOKONDI SZÁNTÓFÖLD-ZÖLDSÉG  5 l  (4x5 l),3105909999,
1193110100001,FITOKONDI SZÁNTÓFÖLD-ZÖLDSÉG 1 l  (12x1 l),3105909999,
1193110100010,FITOKONDI SZÁNTÓFÖLD-ZÖLDSÉG 10 l,3105909999,
1193110200020,FITOKONDI SZÕLÕ-GYÜMÖLCS  20 l (1x20 l),3105909999,
1193110200005,FITOKONDI SZÕLÕ-GYÜMÖLCS 5 l (4x5 l),3105909999,
2120702633017T,FITOSEPT 17 gr-os  60 db,3808402000,
2120702633005T,FITOSEPT 30x5 gr,3808402000,
2190001511001T,"FIXPOL 0,1 kg (128x0,1 kg)",380820,
2190001501001T,"FIXPOL 0,1 l  (128x0,1 lit)",380820,
2190001501002T,"FIXPOL 0,2 l  (84x0,2 lit)",380820,
2190001500001T,FIXPOL 1 l,380820,
2190001511045T,"FIXPOL 4,5 kg",380820,
2190000801005,"FIXPRO  0,5 l",3808900000,
2120715020005,FLEET   5 kg  (1x5 kg) csigaölõ,3808301300,
2190005700005,FLEXI  5 l   (4x5 l),3808909000,
2130716000100,FLEXI+TRUSTEE HI-ACTIVE  (Flexi 4x5 l+Trustee Hi-Active 4*20 l),3808302700,
2130716000120,FLEXI+TRUSTEE HI-ACTIVE  (Flexi 6x5 l+Trustee Hi-Active 4*20 l+2x5 l),3808109000,
3113100400010T,Flexisol (150 esz) napraforgó ,1206001000,
2110021612050T,"FLINT MAX WG  0,5 kg  (12x0,5 kg)",380820,
2110021612075,"FLINT MAX WG  0,75 kg  (10x0,75 kg)",380820,
2130004500005T,FLIRT  5 l  (4x5 l) Forg.:2018.Június 30.-ig,3808302700,
2120007801005,"FLORAMITE 240 SC  0,005 l (10x0,005 l)",3808102099,
2120007801025,"FLORAMITE 240 SC  0,25 l",3808102099,
2120007800001,FLORAMITE 240 SC  1 l  (12x1 l) NET-NET!,3808102099,
3112182101017T,Florencia    kukorica  80 esz.,1005101300,
2190050530001,FLORGIB  tabletta (1x10 db),3808102099,
3111130421750T,Florian õ. búza I. fok bigbag  750 kg,1001909100,
2110029900010,FLOSUL SC   10 l  (2x10 l),3808909000,
3113102601010T,Floyd (150 esz) napraforgó,1206001000,
2130004800010T,FLUBALEX 20 EC  10 l,3808302100,
2130048111021,"FLUENCE  0,1125 kg +(Trend 1 l) ",3808302700,
2120025501002,"FLUMITE 200   0,2 l  (25x0,2 l)  net-net",380810,
2120003801002T,"FLUMITE 200  0,2 l  (25x0,2 lit)",3808109000,
2120003800001T,FLUMITE 200  1 l  (10x1 lit),3808109000,
2120003803025T,"FLUMITE 200  5x5  ml  (50x0,025 lit)",3808109000,
2130033900001,FLUROSTAR  1 l  (10x1 l),3808909000,
2130033900005,FLUROSTAR  5 l  (4x5 l),3808909000,
2130029300005,FLUXYR 200 EC 5 l  (4x5 l),3808301100,
1212212105000,"FoCuS   N 21% + P2O5 3% + SO3 6% + Cu 0,2 ",3102800000,
1212100105000,"FoCuS   N10 % + P2O5 1,8 + MgO 0,64 + SO3 1,28 ",3102800000,
1212105105000,"FoCuS   N10 %+P2O5:1,5+K2O:2,5 + MgO 1,6% + SO3 3,5% ",3102800000,
1212230105000,"FoCuS G1  N23 % + P2O5 1,8 + S 2 + Cu 0,2 ",3102800000,
1212230205000,"FoCuS G2  N23 % + P2O5 1,8 + S 0,3 + Mg 0,2 ",3102800000,
1212230305000,FoCuS G3  N23% + P2O5: 2% + SO3: 4 %,3102800000,
1212212205000,FoCuS II  N 21% + P2O5 3% + MgO 1%    ,3105209000,
1212100205000,"FoCus Starter NP    10:8  + Zn: 0,2",3105209000,
1212070105000,FoCus Starter NPK  70:30:100+Mg ,3105209000,
2130013200030T,FOCUS ULTRA  20 l (4x5 l) + DASH 20 l (4x5 l),3808302700,
2130013200050,FOCUS ULTRA  2x20 l + DASH 40 l,3808302700,
2130013200140T,FOCUS ULTRA  80 l (4x5 l) + DASH 40 l (4x5 l),3808302700,
2130013200040,FOCUS ULTRA + DASH ( 20 l (4x5 l)+20 l (4x5 l) ),3808302700,
2130013200005,FOCUS ULTRA 5 l  (4x 5 l),3808302700,
8104010100120,"Földterület, telek vásárlás",1,
1192024500020,Foliar Fix  P+Zn (2x10 l),3808203000,
1150001205020T,Foliar Plus  20 l,3101000099,
1150001305006T,Foliar Plus  6 l  (2x6 l),3101000099,
2110004800001,FOLICUR 25 WG  1 kg  (10x1 kg),3808205000,
2110004913025T,"FOLICUR MULTI  0,025 kg  (10x0,025 kg)",3808208099,
2110005002005,"FOLICUR SOLO  0,05 l  (20x0,05 l)",3808205000,
2110005002025,"FOLICUR SOLO  0,25 l  (20x0,25 l)",3808205000,
2110005000001,FOLICUR SOLO  1 l  (12x1 l),3808205000,
2110005000005,FOLICUR SOLO  5 l  (4x5 l),3808205000,
2190000600001,FOLISOL EK W  1 l  (12x1 l),3808909000,
2190000600005,FOLISOL EK W  5 l  (4x5 l),3808909000,
2114102320005,FOLLOW  80  WG  5 kg  (4x5 kg),3808203000,
2110005200005T,FOLPAN 48 SC 5 l  (4x5 l),3808208099,
2110005210020T,FOLPAN 50 WP  20 kg   forg.:2012.03.31.-ig,3808208099,
2110005320005,FOLPAN 80 WDG  5 kg (4x5 kg),3808208099,
2110005210001,FOLPAN 80 WDG 1 kg  (10x1 kg),3808208099,
8102010300215,Folyami szállítás költsége,601027,
